ID;Kname;Kstrasse;KPlz;Kort;Ktyp;Kgruppe;Kart;Latitude;Longitude
10172821;Kai Hammer;BAHNHOFSTR. 37;68789;SANKT LEON-ROT;AUTOMATENBETRIEB;Impuls;Lager / GH;49.2605655;8.6374129
10173646;Kaufland 3920-N4;POSTSTR. 7;66822;LEBACH;SB WARENHAUS;LEH;Outlet;49.4089201;6.9064328
10209393;Netto Marken-Discount GmbH & Co. oH;MITTELRHEINSTR. 36;67550;WORMS-RHEINDUERKHEIM;DISCOUNTER-GH;Discounter;Lager / GH;49.69412;8.3488899
10210354;C&C Schaper  80877;AUF NAUWIES 12;66806;ENSDORF;CASH & CARRY;Cash&Carry;Outlet;49.3002137;6.7691337
10107647;Rewe Deutscher Supermarkt KGaA;DIESELSTR. 21-27;85386;ECHING;DISCOUNTER-GH;Discounter;Lager / GH;48.3093476;11.6398665
10100368;Toom VM 020;LAERCHENSTR. 110;65933;FRANKFURT AM MAIN;SB WARENHAUS;LEH;Outlet;50.0978695;8.5880901
10100221;Kaufland 4670-W4;DANZIGER STR. 1;85221;DACHAU;SB WARENHAUS;LEH;Outlet;48.2585709;11.4666595
10106695;Kaufland DLZ Geisenfeld;BAJUWARENSTR. 4;85290;GEISENFELD;LEBENSMITTEL GH;LEH;Lager / GH;48.7402133;11.6308938
10118155;Hit 080-A;ELSENHEIMER STR. 57;80687;MUENCHEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1367897;11.5235067
10100094;Real,- 89019;GINNHEIMERSTR. 18;65760;ESCHBORN;SB WARENHAUS;LEH;Outlet;50.1424617;8.5814207
10106014;Hit 071-B;WIESBADENER STR. 58;65510;IDSTEIN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.2170372;8.2624994
10100093;Real,- 89118;OSTRING 2;65205;WIESBADEN;SB WARENHAUS;LEH;Outlet;50.0577291;8.3434703
10105613;Real,- 89315;RHEINALLEE 120;55120;MAINZ;SB WARENHAUS;LEH;Outlet;50.0266602;8.2293368
10105746;Real,- 89421;WEBERSTR. 15;55130;MAINZ;SB WARENHAUS;LEH;Outlet;49.9756918;8.288429
10107503;C&C Grosseinkauf;GUSTAV-STRESEMANN-STR. 1;55411;BINGEN;CASH & CARRY;Cash&Carry;Outlet;49.92496;7.93451
10099433;V-Markt;BALANSTR. 50;81541;MUENCHEN;SB WARENHAUS;LEH;Outlet;48.12129;11.5974224
10099450;Netto Marken-Discount GmbH & Co. OH;INDUSTRIEPARK PONHOLZ 1;93142;MAXHUETTE-HAIDHOF;DISCOUNTER-GH;Discounter;Lager / GH;49.1603226;12.1009796
10099493;AEZ Amper Einkaufszentrum Heimstaet;HEIMSTAETTENSTR. 44;82256;FUERSTENFELDBRUCK;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1744946;11.2331247
10099531;Metro  Cash & Carry  BKZ 0472;LEOPOLDSTR. 152;80804;MUENCHEN;CASH & CARRY;Cash&Carry;Outlet;48.17118;11.585426
10099532;Real,- 83925;FRANZ-STELZENBERGER-STRASSE;84347;PFARRKIRCHEN;SB WARENHAUS;LEH;Outlet;48.4182667;12.9377271
10100758;Tengelmann 50247;GAUTINGER STR. 51;82152;KRAILLING;KLEINE VM 800 - 1499 QM;LEH;Outlet;48.0940508;11.4119552
10103530;E Marktkauf Ingolstadt;THEODOR-HEUSS-STR. 19;85055;INGOLSTADT;SB WARENHAUS;LEH;Outlet;48.78008;11.43344
10103971;AEZ Amper Einkaufszentrum;FRAUNHOFERSTR. 1;85221;DACHAU;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.2632143;11.4706186
10104766;AEZ Amper Einkaufszentrum;WOLFRATSHAUSER STR. 152;82049;PULLACH;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.0415382;11.5042123
10104860;AEZ Amper Einkaufszentrum;KOENIGSWIESER STR. 5;81475;MUENCHEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.0827137;11.4847877
10105608;Real,- 83658;KALTENMOSER STR. 28;82362;WEILHEIM;GROSSE VM 1500 - 4999 QM;LEH;Outlet;47.8431928;11.1499629
10105619;Real,- 83603;GUTENBERGSTR. 2;85354;FREISING;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.3877668;11.7310296
10105625;Real,- 80053;LINDHOFSTR. 10;84307;EGGENFELDEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.39803;12.7627402
10106004;Hit 085-B;RATHAUSGASSE 8;81241;MUENCHEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1475313;11.4631733
10106005;Hit 086-B;ROSENHEIMER STR. 30-32;81669;MUENCHEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1297636;11.5913038
10106006;Hit 087-B;MITTENHEIMER STR. 52;85764;OBERSCHLEISSHEIM;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.2590222;11.5579831
10106009;Hit 081-B;STOCKACHER STR. 5;81243;MUENCHEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1499803;11.4422442
10106011;Hit 083-B;THOMAS-DEHLER-STR. 10;81737;MUENCHEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.1002698;11.6441462
10106278;Kaufland 5780-W4;DACHAUER STR. 61;85435;ERDING;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.3051032;11.8829861
10106331;Helmut Geyer;HERZOG-ARNULF-STR. 14;85604;ZORNEDING;BL GARAGENLAEGER;Übrige;Lager / GH;48.0852228;11.8350689
10106824;Kaufland 5750-W2;HOLZLANDSTRASSE;85368;MOOSBURG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.4650588;11.9568634
10159422;Kaufland 1820-W3;LANDSHUTER STRASSE;85716;UNTERSCHLEISSHEIM;GROSSE VM 1500 - 4999 QM;LEH;Outlet;48.2806378;11.56619
10205456;Rewe Regie 759;HOHENZOLLENRSTR. 30;80801;MUENCHEN;L E H  400 - 799 QM (SM);LEH;Outlet;48.1599788;11.581789
10103547;Kaufmarkt 3180-O5;DOEBERITZER WEG 1;14624;DALLGOW-DOEBERITZ;SB WARENHAUS;LEH;Outlet;52.5332008;13.0804899
10104310;E Marktkauf GmbH & Co. OHG;RUDOLF-DIESEL-STR. 44;89150;LAICHINGEN;LEBENSMITTEL GH;LEH;Lager / GH;48.4956936;9.7160829
10099546;Rewe Deutscher Supermarkt KGaA;AM UHLENHORST 144;21435;STELLE;LEBENSMITTEL GH;LEH;Lager / GH;53.38884;10.08601
10100373;Toom VM 007;TIERGARTENSTRASSE;64646;HEPPENHEIM;SB WARENHAUS;LEH;Outlet;49.6367522;8.6181933
10100381;Toom VM 028;WALTHER-RATHENAU-ALLEE;64720;MICHELSTADT;SB WARENHAUS;LEH;Outlet;49.6902473;9.0038243
10105621;Real,- 89278;ROENTGENSTR. 1-3;64846;GROSS-ZIMMERN;SB WARENHAUS;LEH;Outlet;49.8817481;8.8130394
10105744;Real,- 89438;MAINZER STR. 50;64521;GROSS-GERAU;SB WARENHAUS;LEH;Outlet;49.9221729;8.4755515
10099574;Fegro/Selgros 885947;FAHRLACHSTR. 11-25;68165;MANNHEIM;CASH & CARRY;Cash&Carry;Outlet;49.47146;8.4954
10100115;Real,- 80023;ROSENSTR. 70;68535;EDINGEN-NECKARHAUSEN;SB WARENHAUS;LEH;Outlet;49.4529061;8.5881875
10100323;Kaufland 2220-W2;KURFUERSTEN-ANLAGE 61;69115;HEIDELBERG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;49.4045917;8.6813674
10105738;Real,- 89384;SPREEWALDALLEE 38-40;68309;MANNHEIM;SB WARENHAUS;LEH;Outlet;49.5155201;8.558397
10100354;Real,- 85875;FRANKENTHALER STR. 64;67227;FRANKENTHAL;SB WARENHAUS;LEH;Outlet;49.5116185;8.3595452
10106019;Hit 076-B;KONRAD-ADENAUER-STR. 1;67304;EISENBERG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;49.5625251;8.0833418
10099447;EHG Suedbayern mbH;SCHLESISCHE STR. 225;94315;STRAUBING;LEBENSMITTEL GH;LEH;Lager / GH;48.8938283;12.6190391
10099562;Real,- 83376;OTTO-VON-DANDL-RING 11;94315;STRAUBING;SB WARENHAUS;LEH;Outlet;48.8761588;12.5490447
10099567;Real,- 83369;ITTLINGER STR. 30;94315;STRAUBING;SB WARENHAUS;LEH;Outlet;48.8830236;12.5907701
10105772;Real,- 80190;PRAELAT-CAIRE-STR. 7;67071;LUDWIGSHAFEN;SB WARENHAUS;LEH;Outlet;49.489739;8.3880731
10099506;Ratio Rheinwest Spedition;GREVENER DAMM 238-244;48282;EMSDETTEN;LEBENSMITTEL GH;LEH;Lager / GH;52.15452;7.55473
10099475;Rewe Zentral AG Niederlassung Hunge;REWESTRASSE;96155;BUTTENHEIM;LEBENSMITTEL GH;LEH;Lager / GH;49.8012129;11.0196107
10101745;Bartels-Langness;BAEYERSTR. 10;24536;NEUMUENSTER;LEBENSMITTEL GH;LEH;Lager / GH;54.10221;9.97966
10102498;EHG Nord mbH;BAHNHOFSTR. 42;17213;MALCHOW;LEBENSMITTEL GH;LEH;Lager / GH;53.4849944;12.42604
10099467;Rewe Zentral AG Niederlassung West;AUGUST-HORCH-STR. 11;56070;KOBLENZ;LEBENSMITTEL GH;LEH;Lager / GH;50.3921917;7.5699591
10101241;E Marktkauf Heide;HAFENSTR. 2;25746;HEIDE;SB WARENHAUS;LEH;Outlet;54.1914;9.0913391
10105648;Real,- 82090;WASBEKER STR. 330;24537;NEUMUENSTER;SB WARENHAUS;LEH;Outlet;54.0714474;9.939857
10102126;Kaufland 3210-O3;JURI-GAGARIN-STR. 32;15517;FUERSTENWALDE;SB WARENHAUS;LEH;Outlet;52.3779653;14.0792659
10103046;Kaufland 2040-O2;OTTO-GROTEWOHL-RING 72;15344;STRAUSBERG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.5736586;13.8971163
10103756;Norma GmbH & Co. KG;BRANDENBURGER LANDSTR. 2-3;14793;ZIESAR;DISCOUNTER-GH;Discounter;Lager / GH;52.26812;12.31489
10104295;Fegro/Selgros;RUHLSDORFER WEG;14532;STAHNSDORF;CASH & CARRY;Cash&Carry;Outlet;52.3685779;13.2040054
10104360;Kaufland 3440-O2;JOSEF-GESING-STR. 6;15234;FRANKFURT (ODER);GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.3492716;14.5190257
10104805;Kaufland 4660-O4;SPITZKRUGRING 1;15234;FRANKFURT (ODER);SB WARENHAUS;LEH;Outlet;52.3626133;14.5237184
10106673;Kaufland 7320-O3;ALTE LANGEWAHLER CHAUSSEE 11;15517;FUERSTENWALDE;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.3357627;14.0810501
10106679;Kaufland 7360-O3;FRANKFURTER CHAUSSEE 48;15370;FREDERSDORF;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.4969446;13.7437546
10210190;Kaufland 7600-O1;HEILBRONNER STR. 30;15230;FRANKFURT (ODER);GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.3423423;14.5471983
10107515;Kaiser's Tengelmann AG;IM GEWERBEGEBIET / LINKS;55268;NIEDER-OLM;LEBENSMITTEL GH;LEH;Lager / GH;49.9048667;8.203454
10103347;Real,- 87682;BARKHAUSENSTR. 66;14612;FALKENSEE;SB WARENHAUS;LEH;Outlet;52.5560223;13.095342
10104308;Fegro/Selgros 886081;STRASSE DER EINHEIT;14612;FALKENSEE;CASH & CARRY;Cash&Carry;Outlet;52.5530848;13.0979548
10106169;Rewe Deutscher Supermarkt KGaA;MAERKISCHE ALLEE 20-24;14979;GROSSBEEREN;LEBENSMITTEL GH;LEH;Lager / GH;52.3744569;13.3003723
10102517;Fegro/Selgos;RHINSTR. 141;10315;BERLIN;CASH & CARRY;Cash&Carry;Outlet;52.5314173;13.513783
10099630;EHG Suedwest mbH;IM HOLDERBUSCH 4;74189;WEINSBERG;LEBENSMITTEL GH;LEH;Lager / GH;49.1493774;9.3063855
10099384;Gerhard Prahm GmbH & Co. KG;IMMEGASTR. /AN DER B75 2;26835;BRINKUM;LEBENSMITTEL GH;LEH;Lager / GH;53.2590614;7.5574086
10102188;Real,- 82502;HANS-BREDOW-STR. 19;28307;BREMEN;SB WARENHAUS;LEH;Outlet;53.0498391;8.9577289
10104965;Real,- 82069;PROPPSTRASSE;28816;STUHR;SB WARENHAUS;LEH;Outlet;53.0058112;8.7103469
10105754;Real,- 82897;DUCKWITZSTR. 55;28199;BREMEN;SB WARENHAUS;LEH;Outlet;53.0648314;8.7702618
10099304;Metro  Cash & Carry  BKZ 0748;AN DER SCHMIEDE;26135;OLDENBURG;CASH & CARRY;Cash&Carry;Outlet;53.1103198;8.2665329
10099311;Real,- 87477;DEVERWEG 13;26871;PAPENBURG;SB WARENHAUS;LEH;Outlet;53.0843949;7.3868613
10099622;Real,- 82144;STUBBENWEG 27;26125;OLDENBURG;SB WARENHAUS;LEH;Outlet;53.1827407;8.228051
10099909;Real,- 89594;ALTER POSTWEG 125;26133;OLDENBURG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;53.1027774;8.210324
10105634;Real,- 89476;FISCHTEICHWEG 7;26603;AURICH;SB WARENHAUS;LEH;Outlet;53.4673871;7.4845952
10101874;Kaufmarkt 3070-O5;LANDSBERGER CHAUSSEE 17;16356;AHRENSFELDE;SB WARENHAUS;LEH;Outlet;52.5493491;13.5998086
10101969;Kaufland 3150-O3;ANGERMUENDER STR. 123;16225;EBERSWALDE;SB WARENHAUS;LEH;Outlet;52.8491548;13.7774686
10104643;Kaufland 3750-O4;FRIEDENSSTR. 8;16515;ORANIENBURG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.7504763;13.2242857
10106087;Kaufland 5530-O2;GEWERBEGEBIET NORD;16259;BAD FREIENWALDE;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.7919437;14.0476234
10106101;Kaufland 5560-O1;MEYENBURGER CHAUSSEE 1;16909;WITTSTOCK;GROSSE VM 1500 - 4999 QM;LEH;Outlet;53.16659;12.4857
10106672;Kaufland 7310-O3;EBERSWALDER STR. 168;16227;EBERSWALDE;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.83878;13.7244
10106930;Norma GmbH & Co. KG;MOEBEL-HUEBNER-STR. 1;16356;AHRENSFELDE;DISCOUNTER-GH;Discounter;Lager / GH;52.59729;13.59824
10171069;Kaufland 7970-O2;SCHOENFLIESSER STR. 66;16540;HOHEN NEUENDORF;SB WARENHAUS;LEH;Outlet;52.671318;13.2808696
10101988;Bela Handels GmbH & Co. KG;FOERSTERDAMM 1;18510;WITTENHAGEN;LEBENSMITTEL GH;LEH;Lager / GH;54.1776349;13.0445374
10103170;Real,- 82465;KLEIN KIENITZER STR. 2;15834;RANGSDORF;SB WARENHAUS;LEH;Outlet;52.2975736;13.4586372
10105646;Real,- 82283;SENFTENBERGER RING 15-17;13439;BERLIN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.59931;13.35432
10105285;Real,- 82368;AM BORSIGTURM 2;13507;BERLIN;SB WARENHAUS;LEH;Outlet;52.5860043;13.2866924
10106720;Real,- 82823;KLOSTERSTR. 3;13581;BERLIN;SB WARENHAUS;LEH;Outlet;52.5333503;13.1978294
10101755;Citti C & C Handels GmbH & Co.KG;GRUENHUFER BOGEN 11-14;18437;STRALSUND;CASH & CARRY;Cash&Carry;Outlet;54.3194512;13.0474317
10101934;Real,- 87880;GREIFSWALDER CHAUSSEE 1;18439;STRALSUND;SB WARENHAUS;LEH;Outlet;54.3005684;13.0939329
10102367;E Marktkauf Prenzlau;SEELUEBBERWEG 3;17291;PRENZLAU;SB WARENHAUS;LEH;Outlet;53.3056322;13.8782695
10102965;Real,- 82496;ANKLAMER STRASSE;17491;GREIFSWALD;SB WARENHAUS;LEH;Outlet;54.0846123;13.4076084
10104688;Real,- 82441;GINGSTER CHAUSSEE;18528;BERGEN AUF RUEGEN;SB WARENHAUS;LEH;Outlet;54.4251864;13.4116359
10105815;Kaufland 4870-O2;STRELITZER STRASSE;17235;NEUSTRELITZ;GROSSE VM 1500 - 4999 QM;LEH;Outlet;53.3605521;13.0665093
10166626;Sky Markt 303;ROSTOCKER CHAUSSEE;18273;GUESTROW;GROSSE VM 1500 - 4999 QM;LEH;Outlet;53.810106;12.189896
10099234;Metro  Cash & Carry  BKZ 0342;GROSSMOORBOGEN 1;21079;HAMBURG;CASH & CARRY;Cash&Carry;Outlet;53.4616898;10.0114716
10099614;Real,- 82199;FISCHERHOFSTR. 6;29525;UELZEN;SB WARENHAUS;LEH;Outlet;52.9872356;10.5414713
10100059;Real,- 86531;GRANDKUHLENWEG 11;22549;HAMBURG;SB WARENHAUS;LEH;Outlet;53.5841111;9.8704729
10100123;E Marktkauf Stade;DROSSELSTIEG 77;21682;STADE;SB WARENHAUS;LEH;Outlet;53.5955087;9.4199121
10101816;Hit 057-B;FASANENHOF 7;19061;SCHWERIN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;53.6082635;11.3678828
10103490;Kaufland 3430-S:O2 / T:O3;WARENBERGER STRASSE;19322;WITTENBERGE;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.9938119;11.7327683
10103964;Real,- 82588;GRABENSTR. 1;19061;SCHWERIN;SB WARENHAUS;LEH;Outlet;53.5992146;11.3925953
10104586;E Marktkauf Osterholz-Scharmbeck;AM PUMPELBERG 5-6;27711;OSTERHOLZ-SCHARMBECK;GROSSE VM 1500 - 4999 QM;LEH;Outlet;53.2318332;8.7767299
10105693;Real,- 82965;HAMBURGER ALLEE 140 D;19063;SCHWERIN;SB WARENHAUS;LEH;Outlet;53.592467;11.4662093
10107716;Real,- 82700;KONRAD-ADENAUER-ALLEE;27472;CUXHAVEN;SB WARENHAUS;LEH;Outlet;53.8641024;8.7007906
10206836;DB Fernverkehr AG;FOERSTERWEG 119;22525;HAMBURG;SONSTIGE DIREKTKUNDEN IMPULS;Impuls;Outlet;53.5864042;9.9211797
10099623;Real,- 82113;STEINSETZERSTR. 15;28279;BREMEN;SB WARENHAUS;LEH;Outlet;53.046499;8.8474721
10099696;Citti C & C Handels GmbH & Co. KG;LANGBERGER WEG 4;24941;FLENSBURG;CASH & CARRY;Cash&Carry;Outlet;54.7738628;9.396955
10100133;Real,- 86562;FLENSBURGER STR. 61;24837;SCHLESWIG;SB WARENHAUS;LEH;Outlet;54.5213895;9.5443523
10104239;Real,- 82748;SCHLESWIGER STR. 130;24941;FLENSBURG;SB WARENHAUS;LEH;Outlet;54.7604219;9.4331882
10099629;Real,- 86044;RAIFFEISENSTR. 5;58638;ISERLOHN;SB WARENHAUS;LEH;Outlet;51.3837357;7.6743767
10099999;Real,- 86419;URBECKERSTR. 127;58675;HEMER;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.3957058;7.7776384
10100084;E Marktkauf Iserlohn;OSEMUNDSTR. 9;58636;ISERLOHN;KLEINE VM 800 - 1499 QM;LEH;Outlet;51.373555;7.7374555
10101146;C&C Schaper  80631;ZUR HELLE 1;58638;ISERLOHN;CASH & CARRY;Cash&Carry;Outlet;51.377994;7.6613738
10099190;Metro  Cash & Carry  BKZ 0120;LUETKENBRAUK 64;45329;ESSEN;CASH & CARRY;Cash&Carry;Outlet;51.4886206;6.9909404
10099267;Metro  Cash & Carry  BKZ 0243;BRACKELER STR. 51;44145;DORTMUND;CASH & CARRY;Cash&Carry;Outlet;51.5234478;7.4899371
10099954;Real,- 86525;HUSMANNSHOFSTR. 10;45143;ESSEN;SB WARENHAUS;LEH;Outlet;51.4621271;6.9847288
10100235;Real,- 86458;CASTROPER STR. 124;45665;RECKLINGHAUSEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.6053287;7.2126411
10102479;EHG Nord mbH;AM HEISTERBUSCH;19246;VALLUHN;LEBENSMITTEL GH;LEH;Lager / GH;53.5086038;10.8383031
10104497;Fegro/Selgros 886098;GUTENBERGRING 2-6;22848;NORDERSTEDT;CASH & CARRY;Cash&Carry;Outlet;53.6628916;9.978283
10106982;GV Partner GmbH & Co. KG;WINSBERGRING 25;22525;HAMBURG;CASH & CARRY;Cash&Carry;Outlet;53.5775033;9.9149318
10099621;Real,- 82106;AM ROSENHUEGEL 8;27721;RITTERHUDE;SB WARENHAUS;LEH;Outlet;53.18076;8.70673
10099407;Rewe Dortmund Grosshandel eG;ASSELNER HELLWEG 1-3;44309;DORTMUND;LEBENSMITTEL GH;LEH;Lager / GH;51.5277149;7.5776942
10099227;Real,- 87058;MEVISSENSTR. 60;47803;KREFELD;SB WARENHAUS;LEH;Outlet;51.3457603;6.5322184
10099960;Real,- 86488;ROEMERSTR. 570;47443;MOERS;SB WARENHAUS;LEH;Outlet;51.4549307;6.6581129
10099583;Dodenhof GmbH & Co.KG;POSTHAUSEN;28870;OTTERSBERG;SB WARENHAUS;LEH;Outlet;53.0604002;9.1674183
10106373;Georg Josef Kaes GmbH;AM RING 15;87665;MAUERSTETTEN;LEBENSMITTEL GH;LEH;Lager / GH;47.8969387;10.6559581
10099670;Rewe Deutscher Supermarkt KGaA;FORTUNASTR. 8;31275;LEHRTE;LEBENSMITTEL GH;LEH;Lager / GH;52.358281;10.1226133
10099378;EHG Nord mbH;GADELANDER STR. 120;24539;NEUMUENSTER;LEBENSMITTEL GH;LEH;Lager / GH;54.0508855;9.9914054
10188442;EHG Rhein-Ruhr mbH;IM SUTENKAMP 2;59069;HAMM;LEBENSMITTEL GH;LEH;Lager / GH;51.6212438;7.8422035
10102706;MGL Metro Group Logistics;HERMANN-SEGER-STR. 43-47;50226;FRECHEN;LEBENSMITTEL GH;LEH;Lager / GH;50.92427;6.83009
10099284;Mueller Ltd. & Co. KG;FRANZENHAUSERWEG 5;89081;ULM;LEBENSMITTEL GH;LEH;Lager / GH;48.42935;9.98357
10102280;Real,- 87651;MARKTSTR. 1;23968;GAEGELOW;SB WARENHAUS;LEH;Outlet;53.9024242;11.3789469
10100151;Toom VM 074;BAHNHOFSTR. 152;44629;HERNE;SB WARENHAUS;LEH;Outlet;51.5477007;7.2160897
10104673;Real,- 87699;FRANKFURTER ALLEE 113-117;10365;BERLIN;SB WARENHAUS;LEH;Outlet;52.5144691;13.4764299
10099474;Rewe Zentral AG Niederlassung Hunge;REWESTRASSE;35410;HUNGEN;LEBENSMITTEL GH;LEH;Lager / GH;50.4728382;8.9128072
10102455;Metro  Cash & Carry  BKZ 1059;WERNER-V-SIEMENS-RING 9;39116;MAGDEBURG;CASH & CARRY;Cash&Carry;Outlet;52.0783512;11.5771703
10103399;Kaufland 3360-O3;CALBESCHE STR. 31;39218;SCHOENEBECK;SB WARENHAUS;LEH;Outlet;51.9960977;11.7250254
10104228;Kaufland 2980-O3;HECKLINGER STRASSE;39418;STASSFURT;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.8509951;11.5720618
10105282;Kaufland 4440-O2;HALBERSTAEDTER STR. 98;39112;MAGDEBURG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.1115379;11.6034463
10106490;Kaufland 5050-O1;LUENEBURGER STR. 1;39387;OSCHERSLEBEN;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.0299547;11.2288975
10108621;Kaufland 4410-03;SCHLACHTHOFSTRASSE;39108;MAGDEBURG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;52.121634;11.6144189
10160219;Kaufland 7540-O4;MITTAGSTRASSE;39124;MAGDEBURG;SB WARENHAUS;LEH;Outlet;52.1532245;11.6348674
10164801;Kaufland 1740-O2;ALTE BRUECKE 3;39261;ZERBST;SB WARENHAUS;LEH;Outlet;51.9660945;12.0863551
10120899;dm Verteilzentrum Waghaeusel;CARL-SCHURZ-ALLEE 1;68753;WAGHAEUSEL;LEBENSMITTEL GH;LEH;Lager / GH;49.2490968;8.5038056
10103755;Norma GmbH & Co. KG;KUEHNHAEUSER STR. 25;99195;MITTELHAUSEN;DISCOUNTER-GH;Discounter;Lager / GH;51.038669;10.9994811
10101901;Toom VM 804;LAUCHHAMMER STRASSE;04910;ELSTERWERDA;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.4636363;13.5292264
10106140;Plus Warenhandelsges. mbH;ARKENBERGER DAMM 1;13127;BERLIN;DISCOUNTER-GH;Discounter;Lager / GH;52.6359888;13.4331201
10099383;BHD Logistikzentrum Nortmoor;GEWERBESTR. 19-21;26845;NORTMOOR;LEBENSMITTEL GH;LEH;Lager / GH;53.259281;7.5518168
10101946;Kaufland 3120-O1;BERNHARDSTR. 5;08060;ZWICKAU;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.7164746;12.4633211
10104337;Kaufland 3600-S:O3 / T:O4;GEWERBEPARK GOELTZSCHTAL;08209;AUERBACH;SB WARENHAUS;LEH;Outlet;50.4823022;12.4322236
10099360;Real,- 87423;BUSCHER STR. 66;47269;DUISBURG;SB WARENHAUS;LEH;Outlet;51.3628509;6.7703431
10099266;Real,- 87324;HUELSDONKER STR. 86;47441;MOERS;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.4522397;6.6125448
10207279;Kaufland 6950-N3;UEMMINGER STR. 90;44892;BOCHUM;GROSSE VM 1500 - 4999 QM;LEH;Outlet;51.4693769;7.2938902
10099995;Real,- 86518;DIESELSTR. 20;42389;WUPPERTAL;SB WARENHAUS;LEH;Outlet;51.2804973;7.2682866
10103465;Plus Warenhandelsges. mbH;MAX-PLANCK-STR. OST 104;27283;VERDEN;DISCOUNTER-GH;Discounter;Lager / GH;52.9297988;9.2877193
10101973;Kaufland 3170-O4;MORGENBERGSTR. 41;08525;PLAUEN;SB WARENHAUS;LEH;Outlet;50.514314;12.1266393
10101976;Kaufland 2940-S:O2 / T:O3;NAUMBURGER STR. 57;07743;JENA;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.951585;11.6108611
10102127;Kaufland 2090-O3;LEISNIGER STRASSE;09648;MITTWEIDA;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.9903238;12.9702788
10102490;Kaufland 3190-O4;WALDENBURGER STRASSE;08371;GLAUCHAU;SB WARENHAUS;LEH;Outlet;50.8389312;12.542427
10102547;Kaufland 3220-O4;SCHLEIZER STRASSE;07549;GERA;SB WARENHAUS;LEH;Outlet;50.8480813;12.06533
10102702;Kaufland 3300-O4;BRANDER STRASSE;09599;FREIBERG;SB WARENHAUS;LEH;Outlet;50.8937149;13.3321191
10103032;Kaufland 2820-O2;ZWICKAUER STR. 128;08468;REICHENBACH;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.6303397;12.3107237
10103214;Kaufland 2830-O3;KARLSBADER STR. 2;08340;SCHWARZENBERG;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.5394;12.785779
10103408;E Marktkauf Saalfeld;MITTLERER WATZENBACH 4;07318;SAALFELD;SB WARENHAUS;LEH;Outlet;50.659043;11.3456158
10103886;Kaufland 3500-O3;KARL-MARX-ALLEE;07747;JENA;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.8842093;11.6066152
10103938;Kaufland 3540-O3;AM LAUTENGRUND;09496;MARIENBERG;SB WARENHAUS;LEH;Outlet;50.6576288;13.1574292
10104507;Kaufland 3660-O2;OSTRING 4;09212;LIMBACH-OBERFROHNA;SB WARENHAUS;LEH;Outlet;50.8555873;12.7843648
10104630;Kaufland 2960-O2;AUGUST-BEBEL-STR. 46;07973;GREIZ;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.6531664;12.2092674
10104801;Kaufland 4590-O2;GLAUCHAUER LANDSTR. 3;08451;CRIMMITSCHAU;GROSSE VM 1500 - 4999 QM;LEH;Outlet;50.81782;12.3942699
